SNDB_record_number,SNDB_study_number,SNDB_date_added,notes,latitude,longitude,lat_lon_notes,elevation,MAT,MAP,climate_type,biome_name,treatment,treatment_level,lyr_top,lyr_bot,horizon,soil_type,ecosystem,wetland_type,plant_species,year_sampled,fraction_scheme,aggregate_size,gluN,murA,galN,manN,microbial_necromass_C,fungal_necromass_C,bacterial_necromass_C,bacterial_biomass_C,fungal_biomass_C,microbial_biomass_C,microbial_biomass_N,soil_OC,soil_C,soil_N,pH,pH_method,clay,silt,sand
2070,23,9/1/24,,30.219,121.356,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,9,17,ABw,"Endogleyic, hyposalic, endofluvic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,164.8,14.7,155.6,,1955.994901,1294.494901,661.5,,,,,8.2,,0.8,7.1,KCl,,,
2071,23,9/1/24,,30.219,121.356,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,17,24,Bw,"Endogleyic, hyposalic, endofluvic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,62.5,19.3,64.6,,1183.244326,314.7443259,868.5,,,,,6.4,,0.6,7.1,KCl,,,
2072,23,9/1/24,,30.219,121.356,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,24,45,BCg,"Endogleyic, hyposalic, endofluvic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,61.7,11.4,58.9,,921.9572702,408.9572702,513,,,,,5.6,,0.5,7.1,KCl,,,
2073,23,9/1/24,,30.219,121.356,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,45,70,CBg,"Endogleyic, hyposalic, endofluvic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,84.8,24.2,56.1,,1541.542626,452.5426263,1089,,,,,4.8,,0.5,7.1,KCl,,,
2074,23,9/1/24,,30.219,121.356,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,70,100,CBlg,"Endogleyic, hyposalic, endofluvic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,37.8,4.6,34.2,,488.1494248,281.1494248,207,,,,,4.7,,0.4,7.1,KCl,,,
2075,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,0,14,Ap1,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,186.9,22.1,174.9,,2392.900498,1398.400498,994.5,,,,,10.8,,1,7.5,KCl,,,
2076,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,14,25,Ap2,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,143.6,16,156.3,,1807.006695,1087.006695,720,,,,,8.1,,0.8,7.5,KCl,,,
2077,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,25,30,Bw,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,106,18.5,107.7,,1549.013991,716.5139912,832.5,,,,,7,,0.7,7.5,KCl,,,
2078,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,30,38,BCwg1,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,60.7,12,68.9,,932.2550213,392.2550213,540,,,,,6.2,,0.5,7.5,KCl,,,
2079,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,38,70,BCwg2,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,63.1,12.5,76.5,,969.9364805,407.4364805,562.5,,,,,5.5,,0.5,7.5,KCl,,,
2080,23,9/1/24,,30.198,121.353,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,70,100,BCwlg,"Endogleyic Cambisol (calcaric, siltic)",cropland,,,,bulk soil,,65.1,11.9,76.7,,968.6387295,433.1387295,535.5,,,,,5.3,,0.5,7.5,KCl,,,
2081,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,0,11,Ah,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,278.6,22.8,212.8,,3240.71454,2214.71454,1026,,,,,10.5,,1.2,6.7,KCl,,,
2082,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,11,22,Bw1,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,159.9,11.3,149.8,,1802.540978,1294.040978,508.5,,,,,6.6,,0.7,6.7,KCl,,,
2083,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,22,32,Bw2,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,122.3,5.2,118.5,,1267.947176,1033.947176,234,,,,,6.2,,0.6,6.7,KCl,,,
2084,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,32,50,Bwg1,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,65.5,4.6,62.9,,737.4494248,530.4494248,207,,,,,5.3,,0.5,6.7,KCl,,,
2085,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,50,70,Bwg2,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,39.2,5.2,38.3,,520.0471759,286.0471759,234,,,,,4.6,,0.4,6.7,KCl,,,
2086,23,9/1/24,,30.116,121.511,,,,,temperate,Temperate Broadleaf & Mixed Forests,,,70,100,Bwlg,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,35.8,4.7,28,,473.3657167,261.8657167,211.5,,,,,4.4,,0.4,6.7,KCl,,,
2087,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,0,12,Ap1,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,401.5,41,318,,4932.179656,3087.179656,1845,,,,,11,,1.4,6,KCl,,,
2088,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,12,17,Ap2,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,227.7,17,188,,2596.069614,1831.069614,765,,,,,7.1,,0.9,6,KCl,,,
2089,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,17,23,Bw1,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,112.4,6.1,84.8,,1207.793802,933.2938025,274.5,,,,,5.3,,0.5,6,KCl,,,
2090,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,23,45,Bw2,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,73,5.4,64.9,,830.6797596,587.6797596,243,,,,,5.3,,0.4,6,KCl,,,
2091,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,45,70,Bwl1,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,44.6,3.9,45.9,,526.8353819,351.3353819,175.5,,,,,5.2,,0.4,6,KCl,,,
2092,23,9/1/24,,30.183,121.145,,,16.57,1283.86,temperate,Temperate Broadleaf & Mixed Forests,,,70,100,Bwl2,"Haplic Cambisol (eutric, siltic)",cropland,,,,bulk soil,,25.5,2.4,18.8,,306.6910043,198.6910043,108,,,,,4.8,,0.4,6,KCl,,,
2093,22,9/1/24,,41.78,108.48,,,4.73,205.33,arid,Deserts & Xeric Shrublands,,,0,10,,,grassland,,,,bulk soil,,260.3,25.5,,,3162.85442,2015.35442,1147.5,,,141.5,,,5.3,0.6,,,,,
2094,22,9/1/24,,41.86,111.94,,,4.18,315.28,arid,Deserts & Xeric Shrublands,,,0,10,,,grassland,,,,bulk soil,,686.5,51,,,7818.808841,5523.808841,2295,,,273.3,,,12,1.4,8.62,,0.38,,
2095,22,9/1/24,,46.76,107.97,,,0.12,211.89,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,557.1,65.6,,,7123.78745,4171.78745,2952,,,257.8,,,11.7,0.9,8.24,,0.64,,
2096,22,9/1/24,,41.83,108.29,,,4.73,205.33,arid,Deserts & Xeric Shrublands,,,0,10,,,grassland,,,,bulk soil,,151.9,20,,,2010.358369,1110.358369,900,,,105.5,,,3.7,0.4,7.18,,0.59,,
2097,22,9/1/24,,42.58,112.64,,,5.41,208.69,arid,Deserts & Xeric Shrublands,,,0,10,,,grassland,,,,bulk soil,,196,27.5,,,2648.480257,1410.980257,1237.5,,,128.4,,,4.7,0.6,8.49,,0.36,,
2098,22,9/1/24,,42.2,112.37,,,4.26,221.56,arid,Deserts & Xeric Shrublands,,,0,10,,,grassland,,,,bulk soil,,132,24.5,,,1975.991502,873.4915018,1102.5,,,142.8,,,5.4,0.6,8.57,,0.48,,
2099,22,9/1/24,,43.85,114.05,,,2.31,224.07,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,320.3,53,,,4587.334677,2202.334677,2385,,,164,,,6.5,0.7,8.45,,0.41,,
2100,22,9/1/24,,47.32,107.52,,,-2.24,227.9,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,3094,327,,,38363.27433,23648.27433,14715,,,698.6,,,41.2,3.6,7.92,,0.64,,
2101,22,9/1/24,,48.36,106.22,,,-0.85,260.28,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,1083,99.8,,,12956.85926,8465.85926,4491,,,517.3,,,28.6,2.5,6.91,,0.36,,
2102,22,9/1/24,,43.55,116.67,,,1.93,314.92,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,974.2,60.8,,,10723.30544,7987.305441,2736,,,435.1,,,22.7,1.9,6.65,,0.45,,
2103,22,9/1/24,,44.42,116.78,,,1.1,297.69,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,1103.3,133.8,,,14233.09849,8212.098487,6021,,,380.6,,,19.3,1.7,6.99,,0.38,,
2104,22,9/1/24,,48.81,106.11,,,-1.04,278.82,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,793.5,94.1,,,10168.03063,5933.530625,4234.5,,,329.9,,,16.2,1.4,6.7,,0.1,,
2105,22,9/1/24,,48.21,106.72,,,-0.35,261.36,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,919.6,121.1,,,12171.32942,6721.829423,5449.5,,,617.1,,,33.2,2.5,7.68,,0.41,,
2106,22,9/1/24,,44.44,117.6,,,1.58,343.85,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,2010.2,195.4,,,24376.43426,15583.43426,8793,,,615.5,,,34.9,3.1,7.08,,0.79,,
2107,22,9/1/24,,43.54,116.56,,,1.93,314.92,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,1905.7,176,,,22811.97365,14891.97365,7920,,,669.3,,,39.6,4,6.92,,0.3,,
2108,22,9/1/24,,48.9,106.18,,,-1.04,278.82,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,1085.5,109.9,,,13304.20474,8358.704737,4945.5,,,389.1,,,19.9,1.9,6.53,,0.55,,
2109,22,9/1/24,,44.46,117.41,,,1.94,323.32,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,981.9,113.5,,,12487.59124,7380.091243,5107.5,,,334.7,,,16.5,1.4,7.42,,0.54,,
2110,22,9/1/24,,48.86,106.5,,,-1.04,278.82,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,2262.5,172.7,,,25917.03601,18145.53601,7771.5,,,820.8,,,48.7,4.4,7.88,,0.52,,
2111,22,9/1/24,,49.53,119.67,,,-2.28,359.45,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,854,71.1,,,9972.783501,6773.283501,3199.5,,,418.1,,,21,2.1,7.14,,0.45,,
2112,22,9/1/24,,49.13,120.42,,,-1.96,365.75,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,394.6,36.7,,,4731.779107,3080.279107,1651.5,,,297.8,,,13.8,1.6,7.35,,0.43,,
2113,22,9/1/24,,49.16,106.07,,,-1.31,285.65,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,650.1,51,,,7491.208841,5196.208841,2295,,,364.8,,,18.3,1.4,8.32,,0.21,,
2114,22,9/1/24,,49.37,105.94,,,-0.77,284.22,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,1004.5,117.2,,,12809.99404,7535.994041,5274,,,615.5,,,34.1,2.9,6.52,,0.58,,
2115,22,9/1/24,,49.94,106.31,,,-1,293.69,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,467.9,63.8,,,6263.094197,3392.094197,2871,,,313.1,,,14.9,1.8,6.54,,1.15,,
2116,22,9/1/24,,40.95,111.55,,,7.09,422.18,arid,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,900,84.6,,,10820.9829,7013.9829,3807,,,308.6,,,14.4,1.6,8.24,,0.37,,
2117,22,9/1/24,,49.38,120.03,,,-1.96,365.75,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,888.2,86.2,,,10766.24357,6887.24357,3879,,,388.9,,,19.7,1.6,8.12,,0.37,,
2118,22,9/1/24,,49.52,120.02,,,-1.88,372.53,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,945.2,76,,,10951.1818,7531.181802,3420,,,330.8,,,15.9,1.7,7.54,,0.36,,
2119,22,9/1/24,,48.86,119.76,,,-1.89,360.63,snow,"Temperate Grasslands, Savannas & Shrublands",,,0,10,,,grassland,,,,bulk soil,,712.4,58.8,,,8302.779604,5656.779604,2646,,,338.3,,,16.6,1.3,7.49,,0.42,,
2120,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMS,0,5,,,cropland,,,,bulk soil,,1046.6,54.1,,,11159.41389,8724.913888,2434.5,,,,,,24.39,,,,21,66,13
2121,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMS,0,5,,,cropland,,,,bulk soil,,642.8,40.9,,,7100.663364,5260.163364,1840.5,,,,,,17.55,,,,,,
2122,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMM,0,5,,,cropland,,,,bulk soil,,1011.7,61.5,,,11083.31948,8315.819484,2767.5,,,,,,24.53,,,,,,
2123,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMM,0,5,,,cropland,,,,bulk soil,,648.3,46.5,,,7330.275708,5237.775708,2092.5,,,,,,17.84,,,,,,
2124,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,CTMM,0,5,,,cropland,,,,bulk soil,,630.1,41.3,,,6999.228532,5140.728532,1858.5,,,,,,14.99,,,,,,
2125,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMS,5,10,,,cropland,,,,bulk soil,,658,39.2,,,7182.786403,5418.786403,1764,,,,,,16.36,,,,,,
2126,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMS,5,10,,,cropland,,,,bulk soil,,647.1,40.1,,,7113.633029,5309.133029,1804.5,,,,,,17.87,,,,,,
2127,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMM,5,10,,,cropland,,,,bulk soil,,800.2,56.9,,,9031.870059,6471.370059,2560.5,,,,,,18.94,,,,,,
2128,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMM,5,10,,,cropland,,,,bulk soil,,659.8,45.8,,,7411.261665,5350.261665,2061,,,,,,17.93,,,,,,
2129,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,CTMM,5,10,,,cropland,,,,bulk soil,,622.5,39.7,,,6879.367862,5092.867862,1786.5,,,,,,14.77,,,,,,
2130,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMS,10,20,,,cropland,,,,bulk soil,,525.9,32,,,5762.31339,4322.31339,1440,,,,,,15.2,,,,,,
2131,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMS,10,20,,,cropland,,,,bulk soil,,624.5,37.3,,,6820.176858,5141.676858,1678.5,,,,,,16.1,,,,,,
2132,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,NTMM,10,20,,,cropland,,,,bulk soil,,560.2,37.3,,,6241.476858,4562.976858,1678.5,,,,,,16.23,,,,,,
2133,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,MPMM,10,20,,,cropland,,,,bulk soil,,631.3,41.1,,,7003.595948,5154.095948,1849.5,,,,,,16.32,,,,,,
2134,21,9/1/24,,44.2,125.55,,,5.05,554.17,snow,Temperate Broadleaf & Mixed Forests,biochar,CTMM,10,20,,,cropland,,,,bulk soil,,506.9,30.7,,,5549.501596,4168.001596,1381.5,,,,,,14.41,,,,,,
2135,20,9/1/24,,43.36,124.4,,65,7.05,614.81,snow,Temperate Broadleaf & Mixed Forests,,,0,20,,Typic Hapludolls,cropland,,,,bulk soil,,708,43,251,,7755.005493,5820.005493,1935,,,,10.65,,12.51,1.52,,,,,
2136,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Typic Hapludolls,cropland,,,,bulk soil,,429,89,150,,6723.499741,2718.499741,4005,,,,,,16.3,1.39,6.5,,,,
2137,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Typic Hapludolls,cropland,,,,bulk soil,,871,120,301,,11698.55021,6298.550213,5400,,,,,,16.3,1.39,6.5,,,,
2138,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,43961,,,Typic Hapludolls,cropland,,,,bulk soil,,441,74,173,,6349.055965,3019.055965,3330,,,,,,16.3,1.39,6.5,,,,
2139,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,43961,,,Typic Hapludolls,cropland,,,,bulk soil,,717,119,280,,10280.38729,4925.387295,5355,,,,,,16.3,1.39,6.5,,,,
2140,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,44124,,,Typic Hapludolls,cropland,,,,bulk soil,,393,77,171,,6013.54472,2548.54472,3465,,,,,,16.3,1.39,6.5,,,,
2141,19,9/1/24,,44.32,125.42,,221,5.44,548.57,snow,Temperate Broadleaf & Mixed Forests,,,44124,,,Typic Hapludolls,cropland,,,,bulk soil,,644,108,269,,9269.595192,4409.595192,4860,,,,,,16.3,1.39,6.5,,,,
2142,18,9/1/24,,43.3,124.49,,65,7.05,614.81,snow,Temperate Broadleaf & Mixed Forests,nitrogen,,0,20,,Typic Hapludolls,cropland,,,,bulk soil,,769,51,553,,8561.308841,6266.308841,2295,,,,,,16.15,1.51,6.1,,22.2,50.1,27.7
2143,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Alfisol,forest,,,,bulk soil,,6982.75617,271.035556,,,71562.10001,59365.49999,12196.60002,,,5060.25,,,141.07,,7.15,,27.6,38.6,33.8
2144,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Alfisol,forest,,,,bulk soil,,8166.92677,301.317778,,,83193.60005,69634.30004,13559.30001,,,5839.7,,,156.16,,,,,,
2145,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Alfisol,forest,,,,bulk soil,,8654.46457,302.871111,,,87631.39997,74002.19998,13629.2,,,6289.61,,,155.34,,,,,,
2146,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Alfisol,forest,,,,bulk soil,,8852.07226,315.8,,,89825.69998,75614.69998,14211,,,6091.99,,,157.57,,,,,,
2147,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,0,5,,Alfisol,forest,,,,bulk soil,,7176.2466,302.391111,,,74312.00004,60704.40005,13607.6,,,5144.43,,,143.36,,,,,,
2148,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,5,15,,Alfisol,forest,,,,bulk soil,,3952.98534,200.409111,,,42022.60995,33004.19996,9018.409995,,,2946.55,,,129.05,,,,,,
2149,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,5,15,,Alfisol,forest,,,,bulk soil,,5415.57493,272.591111,,,57507.50004,45240.90005,12266.6,,,3726.13,,,157.11,,,,,,
2150,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,5,15,,Alfisol,forest,,,,bulk soil,,5771.88417,274.14,,,60764.09999,48427.79999,12336.3,,,4244.48,,,180.9,,,,,,
2151,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,5,15,,Alfisol,forest,,,,bulk soil,,5848.38672,278.691111,,,61598.99995,49057.89996,12541.1,,,4228.48,,,183.39,,,,,,
2152,17,9/1/24,Data from Wang et al. 2021 (https://doi.org/10.1016/j.soilbio.2021.108422),42.33,127.92,,780,3.37,795.21,snow,Temperate Broadleaf & Mixed Forests,,,5,15,,Alfisol,forest,,,,bulk soil,,5782.63838,275.455556,,,60903.2,48507.69998,12395.50002,,,4337.54,,,201.42,,,,,,
2153,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,1096,81,,,12469.19639,8824.196394,3645,,,,,33.32,,,4.25,,11.5,,
2154,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,493,28,,,5337.561716,4077.561716,1260,,,,,18.77,,,5.25,,,,
2155,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,2192,133,,,24005.66815,18020.66815,5985,,,,,58.01,,,5.46,,,,
2156,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,1248,65,,,13322.5897,10397.5897,2925,,,,,27.38,,,5.03,,,,
2157,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,1977,141,,,22327.9715,15982.9715,6345,,,,,50.62,,,5.06,,,,
2158,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,bulk soil,,1327,60,,,13872.77511,11172.77511,2700,,,,,26.88,,,4.56,,,,
2159,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,>2mm,490,28,,,5310.561716,4050.561716,1260,,,,,20.96,,,4.64,,,,
2160,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,>2mm,1202,54,,,12554.7976,10124.7976,2430,,,,,23.01,,,5.46,,,,
2161,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,0.250-2mm,544,27,,,5764.398798,4549.398798,1215,,,,,20.8,,,4.85,,,,
2162,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,0.250-2mm,1271,60,,,13368.77511,10668.77511,2700,,,,,23.02,,,5.46,,,,
2163,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,0.002-0.250mm,509,29,,,5513.724635,4208.724635,1305,,,,,20.39,,,4.85,,,,
2164,16,9/1/24,,40.49,123.35,,157,8.48,986.84,snow,Temperate Broadleaf & Mixed Forests,,,0,10,,,forest,,,,aggregate,0.002-0.250mm,1395,70,,,14806.40429,11656.40429,3150,,,,,29,,,5.46,,,,
2165,15,9/1/24,,42.42,128.27,,750,1.76,764.26,snow,Temperate Broadleaf & Mixed Forests,fertilizer,CT,0,20,,,forest,,,,bulk soil,,528.5,39.5,,,6026.935278,4249.435278,1777.5,,,,,,,,4.08,,,,
2166,15,9/1/24,,42.42,128.27,,750,1.76,764.26,snow,Temperate Broadleaf & Mixed Forests,fertilizer,N,0,20,,,forest,,,,bulk soil,,653.4,47.5,,,7408.338626,5270.838626,2137.5,,,,,,,,5.3,,,,
2167,15,9/1/24,,42.42,128.27,,750,1.76,764.26,snow,Temperate Broadleaf & Mixed Forests,fertilizer,P,0,20,,,forest,,,,bulk soil,,881.3,63.8,,,9983.694197,7112.694197,2871,,,,,,,,5.2,,,,
2168,15,9/1/24,,42.42,128.27,,750,1.76,764.26,snow,Temperate Broadleaf & Mixed Forests,fertilizer,NP,0,20,,,forest,,,,bulk soil,,880,61.9,,,9910.884652,7125.384652,2785.5,,,,,,,,4.8,,,,
2169,14,9/1/24,,23.1,112.1,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,CT-0week,0,10,,Oxisols,forest,,,,bulk soil,,640,122.861,,,9711.568323,4182.823323,5528.745,,,,,,43.8,,5.6,,42,35.6,
2170,14,9/1/24,,23.1,112.1,,125,20.99,1653.52,temperate,Tropical & Subtropical Moist Broadleaf Forests,fertilizer,0.1mg N /g soil-0week,0,10,,Oxisols,forest,,,,bulk soil,,1455.94,84.6535,,,15826.16362,12016.75612,3809.4075,,,,,,42.5,3.08,,,41.3,32.8,26
